#,Title,Authors,Year,Journal,DOI,Tier,Source
7183,Advancing the modernization of traditional Chinese medicine through artificial intelligence and multimodal data integration.,Guo P; Jiang M; Hu S; Jiang Q; Li L et al.,2026,,10.1186/s13020-025-01194-y,tier1,europepmc
7184,Advancing transdermal drug delivery through 4D bioprinting and dynamic skin modelling.,Mehta P,2026,,10.3389/fddev.2026.1753384,tier2,europepmc
7185,Agentic AI in Healthcare and Medicine: A Seven-Dimensional Taxonomy for Empirical Evaluation of LLM-Based Agents,Shubham Vatsal; Harsh Dubey; Aditi Singh,2026,IEEE Access,10.1109/access.2026.3651218,tier2,openalex
7186,Algorithmic resilience in an adverse event: Causal representation learning with foundation health models and digital twin simulation,BIRUPAKSHA BISWAS,2026,International Journal of Applied Resilience and Sustainability,10.70593/deepsci.0201003,tier2,openalex
7187,Ambient Listening Devices as a Feedback Tool in the Simulated Learning Environment.,Robert Snedegar; Kendra Unger; Jason F Craig; Lauren Kozlowski; Devanie Carpenter et al.,2026,Cureus,10.7759/cureus.103222,tier2,pubmed
7188,An AI-Assisted Adaptive Boolean Rubric for exercise prescription evaluation: A pilot validation study.,Lai X; Lai Y; Chen J; Huang S; Gao Q et al.,2026,,10.1016/j.ijmedinf.2025.106202,tier1,europepmc
7189,An AI-Driven Virtual Patient Platform (CBT Trainer) for Training Cognitive Behavioral Therapy Practitioners Against Competencies: Mixed Methods Pilot Study.,Zhang TT; Saunders R; Pilling S; O'Driscoll C,2026,,10.2196/84091,tier2,europepmc
7190,An Adaptive Foundation Model with Evidence-based Clinical Reasoning for Gastroenterology,Yuan Y; Chen W; Liu S; Zheng B; Zhang J et al.,2026,,10.21203/rs.3.rs-8459685/v1,tier1,europepmc
7191,An Adaptive Immersive AI Framework for Clinical Training and Performance Evaluation Using Graph-Augmented Large Language Models,"Independent Researcher Georgetown, TX, USA; Sriharsha Makineni",2026,The American Journal of Engineering And Technology,10.37547/tajet/v8i2-321,tier2,openalex
7192,An Analysis of the Career Pathway of Clinical Laboratory Scientists: Identifying Access Barriers and Best Practice to Increase Diversity in the Workforce,James A. O’Connor,2026,British Journal of Biomedical Science,10.3389/bjbs.2026.15810,tier1,openalex
7193,An Assessment of Nursing Students’ Utilization and Intent to Adopt Artificial Intelligence in a Selected Higher Education Institution: Basis for Proposed Guidelines on Proper Utilization of Artificial,Keith CJ Dalawampu; Alma K Segovia; Joanne Mae D Sumajit; Karen Lee April Vento; Antonio Miguel,2026,International journal of research and scientific innovation,10.51244/ijrsi.2026.13010225,tier2,openalex
7194,An Integrated Deep Learning and Large Language Model for Burn Wound Depth Recognition.,Haitao Ren; Yongan Xu; Hang Hu,2026,Journal of burn care & research : official publication of the American Burn Association,10.1093/jbcr/iraf170,tier1,pubmed
7195,An Integrative Review of the Cardiovascular Disease Spectrum: Integrating Multi-Omics and Artificial Intelligence for Precision Cardiology.,Țapoș GF; Cîmpeanu IA; Predescu IA; Liga S; Păcurar AT et al.,2026,,10.3390/diseases14010031,tier1,europepmc
7196,An artificial intelligence-driven platform for practice question generation.,Andrew Zahn; Seth Overla; D J Lowrie; Christine Y Zhou; Sally A Santen et al.,2026,Academic medicine : journal of the Association of American Medical Colleges,10.1093/acamed/wvaf074,tier1,pubmed
7197,An audit of AI-related documents across U.S. medical schools: A framework-based qualitative content analysis.,Emily Rush; Jessica N Byram; Colleen N Garnett; Nicole DeVaul; Laura Smith et al.,2026,Medical teacher,10.1080/0142159x.2025.2564869,tier1,pubmed
7198,An auditable and source-verified framework for clinical AI decision support: integrating retrieval-augmented generation with data provenance.,Alu FF; Oluwadare S,2026,,10.3389/frai.2026.1737532,tier3,europepmc
7199,An educational machine learning demonstration framework for plastic surgeons using open datasets.,Daneshi K; Neocleous Y; G-Medhin A; Gokani VJ,2026,,10.1016/j.bjps.2026.02.010,tier1,europepmc
7200,An efficient automated approach for accumulated dose estimation in prostate cancer radiotherapy.,Grohmann M; Krug D; Baehr A; Petersen C; Todorovic M et al.,2026,,10.1016/j.phro.2026.100942,tier1,europepmc
7201,An evaluation of artificial intelligence study assistant on learning motivation and self-efficacy in undergraduate dental students of private university in Surabaya: A pilot study,Agrippine Putricia Asaeli; Jennifer Widjaja; Natalya Indayani,2026,Indonesian Journal of Dental Medicine,10.20473/ijdm.v9i1.2026.20-25,tier1,openalex
7202,"An old disease, a new linguistic challenge for large language models: patient education on psoriasis and psoriatic arthritis in an underrepresented medical language",A. Atılan; Niyazi Çetin,2026,Int. J. Medical Informatics,10.1016/j.ijmedinf.2025.106246,tier1,semantic_scholar
7203,An umbrella review encompassing 42 systematic reviews on medical applications of ChatGPT,Sara Ramadan; Camilla CALVIERI; Abraham E. GRACIA-RAMOS; Gabriela ROSELLI FERRARI; Martino Pepe et al.,2026,Minerva Medica,10.23736/s0026-4806.25.09664-8,tier1,openalex
7204,Anamnesio_bot: A Chatbot Prototype Based on Generative Artificial Intelligence for Clinical Anamnesis Study and Simulation,Isabel Herrera Montano; Susel Góngora Alonso; Rosmeri Martínez Licort; Beatriz Sainz de Abajo; Isabel de la Torre Díez et al.,2026,Lecture notes in networks and systems,10.1007/978-3-032-10731-2_13,tier2,openalex
7205,Anatomical Accuracy of Generative AI for Congenital Heart Disease Illustrations: Gemini NanoBanana Versus ChatGPT Models in a Blinded Comparative Study,Abdullah Alhuzaimi; Abdulrahman Alkanhal; Ashwag R. Alruwaili; Nasser Saleh Alharbi; Fahad A. Alfares et al.,2026,,10.64898/2026.02.21.26346792,tier1,openalex
7206,Application and efficacy of artificial intelligence in patient education on spinal cord injuries,Jonas Krueckel; Melanie Ardelt; David Schiffelholz; Josina Straub; Sebastian Siller et al.,2026,European Spine Journal,10.1007/s00586-026-09763-x,tier1,openalex
7207,Application effectiveness of large language models in health consultation for stroke patients,CHEN Hong; Liu Zhu Tong; LI Guosong; MA Yingzhuo; XIAO Mingzhao et al.,2026,SHILAP Revista de lepidopterología,,tier3,openalex
7208,Application of AI-Generated Content in Medical Education: Systematic Review of the Impact on Critical Thinking Abilities of Medical Students.,Li J; Ai F; Wang J; Cheng B; Li Y et al.,2026,,10.2196/79939,tier2,europepmc
7209,Application of Artificial Intelligence in Education of Prosthodontics and Implant Dentistry: A Review.,Yeitian Gan; Jiawen Guo; Jirui Zhai; Jingyan Huang,2026,Advances in medical education and practice,10.2147/amep.s573041,tier2,pubmed
7210,Application of Artificial Intelligence in Medical Education: A Systematic and Narrative Review of Pedagogical Potential and Ethical Implications,Yuan Ren; Ying Wang; Sheng Dong; Wei Su; Youtu Wu et al.,2026,Advances in Medical Education and Practice,10.2147/amep.s567190,tier2,openalex
7211,Application of Artificial Intelligence-Driven Virtual Reality in Nursing Education: A Scoping Review,Zhou Tingting,2026,Open Science Framework,10.17605/osf.io/up8dx,tier2,openalex
7212,Application of chatbots in chronic disease management: A scoping review.,Hou J; Lin S; Teng P; Han Y; Luo Y et al.,2026,,10.1177/20552076251411287,tier1,europepmc
7213,Applications of Chatbots in Improving Patient Care Outcomes: &lt;i&gt;A scoping review&lt;/i&gt;,Mohammadhiwa Abdekhoda; Afsaneh Dehnad,2026,Sultan Qaboos University medical journal,10.18295/2075-0528.2970,tier1,openalex
7214,Applications of Large Language Models in Glaucoma: A Scoping Review.,Rubegni G; Cartocci A; Luschi A; Castellino N; Cappellani F et al.,2026,,10.3390/vision10010009,tier1,europepmc
7215,Applications of artificial intelligence in advanced clinical simulation for anesthesia education: a scoping review,Valeria Concha,2026,Open Science Framework,10.17605/osf.io/9hwrk,tier3,openalex
7216,"Applications, attitudes and ethical considerations of Generative Artificial Intelligence (Gen AI) in nursing education: a scoping review.",Philip Hardie; Andrew Darley; Rosemarie Derwin; Jessica Eustace-Cook; Sean Kearns et al.,2026,BMC nursing,10.1186/s12912-025-04253-9,tier2,pubmed
7217,Artificial Authority: The Promise and Perils of LLM Judges in Healthcare.,Genovese A; Hegstrom L; Prabha S; Gomez-Cabello CA; Haider SA et al.,2026,,10.3390/bioengineering13010108,tier1,europepmc
7218,Artificial Intelligence &amp; Dental Healthcare: Current Status and Future Challenges,Frederick C. S. Chu,2026,The Open Dentistry Journal,10.2174/0118742106445842251219051043,tier1,openalex
7219,Artificial Intelligence Approaches to Predict Postoperative Length of Hospital Stay in Head and Neck Cancer Patients: A Systematic Review.,Silva WN; Araújo ALD; Sanabria A; Hajjar LA; Rodrigo JP et al.,2026,,10.3390/diagnostics16020263,tier1,europepmc
7220,Artificial Intelligence Augmented Competence Committees: A Collaborative Path Forward in Competency‐Based Medical Education,Nibra Yasin; Elif Bilgiç; Mohammad Zubairi,2026,The Clinical Teacher,10.1111/tct.70358,tier3,openalex
7221,"Artificial Intelligence Chatbots in Peritoneal Dialysis Education: A Cross-Sectional Comparative Study of Quality, Readability, and Reliability",Engin Onan; I. Bozaci; Y. Bildacı; S. Karakaya; Rüya Kozanoğlu et al.,2026,Journal of Clinical Medicine,10.3390/jcm15020692,tier1,semantic_scholar
7222,Artificial Intelligence Healthcare Industry Expert Perspectives: How Artificial Intelligence Will Impact Physician Roles and Medical Education.,Coker E; Lockspeiser T; Hilgenberg SL,2026,,10.1016/j.acap.2026.103225,tier1,europepmc
7223,Artificial Intelligence Improves Apical Four-Chamber Window Quality in Experienced but Not Novice Users,Jacob Lenning; Corey L Garrison; A. Mahoney; Paul F. Thanel,2026,Cureus,10.7759/cureus.103851,tier2,semantic_scholar
7224,Artificial Intelligence Integration in Radiation Therapy Education: A Multi-Modal Approach.,Feighan L; Cramp L; Lee D; Surjan Y,2026,,10.1002/jmrs.70073,tier1,europepmc
7225,"Artificial Intelligence and Digital Technologies in Medical Education: A Systematic Review of Effectiveness, Equity, and Future Directions",Dharmendra K. Gupta; Arunima Chaudhuri,2026,Journal of Marine Medical Society,10.4103/jmms.jmms_144_25,tier3,openalex
7226,Artificial Intelligence and the Evolution of Learning,Yasemin Demir Avcı; Esra Tokur Sonuvar; Dilek Yapar,2026,,10.1201/9781003584339-6,tier3,openalex
7227,Artificial Intelligence for Opioid Safety Surveillance from Clinical Text: A Clinically Focused Review.,Zitu MM; Owen D; Manne A; Zhu Y; Binkheder S et al.,2026,,10.3390/jcm15041649,tier1,europepmc
7228,Artificial Intelligence for Predicting Patient Reported Outcome Measures (PROMs) Scores from Free Text: A Proof-of-Concept Study with the EuroQol-5D-3L and Transformer Models (Preprint),Arivazhagan Karunakaran; Mehul Motani; Evangelos Kontopantelis; Jose Valderas,2026,,10.2196/preprints.94142,tier2,crossref
7229,"Artificial Intelligence in Anesthesia, Critical Care, and Beyond: Current Applications, Future Prospects, and Limitations",Michiaki Yamakage; Soshi Iwasaki; Atsushi Sawada; Tomohiro Chaki; Kenichiro Kikuchi et al.,2026,Anesthesia and Critical Care,10.26502/acc.096,tier1,openalex
7230,Artificial Intelligence in Chronic Disease Management: From Early Diagnostics to Patient Empowerment,Jingjing Zhai,2026,Theoretical and Natural Science,10.54254/2753-8818/2026.pj31352,tier1,crossref
7231,Artificial Intelligence in Clinical Practice: Evaluating Chatbot Performance on Board-Level Questions in Geriatrics,Mert Zure; Metin Sökmen,2026,,10.21203/rs.3.rs-7891912/v1,tier2,openalex
7232,Artificial Intelligence in Dentistry: A Concise Review of Reporting Checklists and Guidelines.,Khurshid Z; Osathanon T; Shire MA; Schwendicke F; Samaranayake L,2026,,10.1016/j.identj.2025.109322,tier1,europepmc
7233,Artificial Intelligence in Endocrinology: ChatGPT’s Insights on Pheochromocytoma,Sneha Udamala; Fathimunni Shaik,2026,Turkish Journal of Internal Medicine,10.46310/tjim.1673945,tier1,openalex
7234,Artificial Intelligence in Medical Education: Promoting Active Learning With a Customized Chatbot Tool.,Bogenschutz K; Demeter J; Knoderer CA,2026,,10.1097/jpa.0000000000000742,tier1,europepmc
7235,"Artificial Intelligence in Medical Education: Transformative Potential, Current Applications, and Future Implications.",Izquierdo-Condoy JS; Arias-Intriago M; Montero Corrales L; Ortiz-Prado E,2026,,10.2196/77127,tier3,europepmc
7236,Artificial Intelligence in Military Graduate Medical Education: Trainee Perceptions and Current Use.,"Yabes JM Jr.,; Lindholm DA; Ford MB; Kiley J; Geringer JL",2026,,10.1093/milmed/usag099,tier1,europepmc
7237,Artificial Intelligence in Minimally Invasive and Robotic Gastrointestinal Surgery: Major Applications and Recent Advances.,Pescio M; Marzola F; Distefano G; Leoncini P; Ammirati CA et al.,2026,,10.3390/jpm16020071,tier3,europepmc
7238,Artificial Intelligence in Non-Surgical Cosmetic Procedures: A Multi-Stakeholder Revolution,Jiancheng Li; Youyou Li; Jianquan Yan; Lijun Yan; Qin Li,2026,Aesthetic Plastic Surgery,10.1007/s00266-026-05689-3,tier1,openalex
7239,Artificial Intelligence in Nursing Education: A Bibliometric Analysis,Xiaoyue Yu; WeiZhen Wu; Jun Ni; Zhifeng Lin,2026,Nursing Research and Practice,10.1155/nrp/1538554,tier2,openalex
7240,Artificial Intelligence in Oral and Maxillofacial Surgery: Integrating Clinical Innovation and Workflow Optimization.,Rana M; Sakkas A; Zimmermann M; Kostyuk M; Schwarz G,2026,,10.3390/jcm15020427,tier3,europepmc
7241,Artificial Intelligence in Parenteral Nutrition: Enhancing Patient Outcomes Through Global Experience and the Bulgarian Context,Mariya Koleva; Nikolina Shishmanova; Petya Georgieva; Stanislava Georgieva; Mariya Ivanova,2026,Nutrients,10.3390/nu18060920,tier1,crossref
7242,Artificial Intelligence in Public Health Education: A Scoping Review of Workforce Competency Development.,Semi MMA; Das S; Utsho MR; Hossain A; Kamal MB et al.,2026,,10.1002/hsr2.72066,,europepmc
7243,Artificial Intelligence in Rhinoplasty Recovery: Linguistic Intelligence and Machine Learning-Driven Insights.,Aynur Aliyeva; Elad Azizli; Vusala Snyder; Antiga Muradova; Natig Ahmadov et al.,2026,Journal of clinical medicine,10.3390/jcm15041590,tier3,pubmed
7244,Artificial Intelligence in Triaging Patient Questions: An Evaluation of a Large Language Model for Distal Radius Fractures.,Kahan R; Shen C; Wellborn P; Lauder A; Berchuck S et al.,2026,,10.5435/jaaos-d-25-00456,tier2,europepmc
7245,Artificial Intelligence in Veterinary Education: Preparing the Workforce for Clinical Applications in Diagnostics and Animal Health,Esteban Pérez-García; Ana S. Ramírez; Miguel Ángel Quintana-Suárez; Magnolia Conde‐Felipe; Conrado Carrascosa et al.,2026,Veterinary Sciences,10.3390/vetsci13020181,tier3,openalex
7246,Artificial Intelligence in Virtual Reality Surgical Simulation: From Scene Generation to Skill Assessment,Zixuan Yin,2026,Applied and Computational Engineering,10.54254/2755-2721/2026.as31463,tier2,crossref
7247,Artificial Intelligence in cardiopulmonary resuscitation training - A scoping review.,de Raad T; Chakroun-Walha O; Leslie B; Greif R; Nabecker S,2026,,10.1016/j.resplu.2025.101175,tier2,europepmc
7248,Artificial Intelligence to Improve Patient–Physician Communication in Surgery,Elizabeth A. Clement; Lawrence Lee,2026,Clinics in Colon and Rectal Surgery,10.1055/a-2769-1301,tier1,crossref
7249,Artificial Intelligence within Extended Reality for Health-Professions Education: a Scoping Review,Ragav Chona,2026,Open Science Framework,10.17605/osf.io/gvm6a,tier2,openalex
7250,"Artificial Intelligence, Architecture, and Urban Sustainability: A Systematic Review with a Speculative Design Approach",Fazıl Akdağ; Fatma Betül Künyeli,2026,Kent Akademisi,10.35674/kent.1681393,,openalex
7251,"Artificial Intelligence, Assessment Integrity, and Professionalism in Medical Education: Global Disruption and Lessons from the Gulf Cooperation Council Region",Rashid Mir; Muffarah Hamid Alharthi; Jaber Alfaifi; Shahzada Khalid Sohail; S Mir et al.,2026,Preprints.org,10.20944/preprints202601.0990.v1,tier1,openalex
7252,"Artificial Intelligence, Education, and Ethics: A Bibliometric Perspective",Oya Güler,2026,International Journal of Social Sciences,10.52096/usbd.10.42.03,tier1,openalex
7253,Artificial Intelligence-Based Simulation Training in Midwifery Education: A Descriptive Cross-Sectional Study on Chatbot-Supported Medical History Taking,Marie Therese Ettlen; Ulrike Keim; Claudia F. Plappert,2026,International Medical Education,10.3390/ime5010032,tier2,openalex
7254,"Artificial Intelligence-generated Images in Radiation Oncology – Opportunities, Challenges, and Future Directions",Gautam Sarma; Partha Pratim MEdhi; Shashi Sharma; Hrishikesh Kashyap; Dhanjit Lahkar,2026,Journal of Radiation and Cancer Research,10.4103/jrcr.jrcr_65_25,tier2,openalex
7255,Artificial Intelligence–Based Patient Safety Incident Reporting System for Nurses: Content Validity Study (Preprint),Nindya Febriyani Putri; Rini Rachmawaty; Nuurhidayat Jafar,2026,,10.2196/preprints.91321,tier1,crossref
7256,Artificial Intelligence–Enabled Educational Tools and Clinical Reasoning in Undergraduate Nursing Education: A Systematic Review,Houyam Jelloul; Souad Arhouh; Malika Rmili; Youssef Nafidi,2026,Journal of Pioneering Medical Science,10.47310/jpms2026150226,tier3,openalex
7257,Artificial intelligence as a surgical advisor before a DIEP breast reconstruction. A blinded comparative study of three large language models.,Tabrisi R; Zdolsek J; Mobargha N; Rittri S; Edsander-Nord Å et al.,2026,,10.1016/j.jpra.2025.12.029,tier1,europepmc
7258,Artificial intelligence assisted simulation and surgical video analytics for ophthalmic surgery training and competence development,Minghui Zhao; Juan Li; Shuang Li; Jiali Liu; Yanyun Jiang et al.,2026,Frontiers in Medicine,10.3389/fmed.2026.1781818,tier3,semantic_scholar
7259,Artificial intelligence based resuscitation simulation: a pilot study of a novel approach to team leadership training.,Altuğ Kanbakan; Göksu Bozdereli Berikol; Buğra İlhan; Emel Altıntaş; Fatih Doğanay,2026,BMC medical education,10.1186/s12909-025-08539-z,tier3,pubmed
7260,"Artificial intelligence for clinical trial design, conduct, and analysis: a narrative review",D.G. Knapen; M. van Kruchten; D.J.A. de Groot; K.E. Broekman; RSN Fehrmann,2026,ESMO Real World Data and Digital Oncology,10.1016/j.esmorw.2026.100682,tier2,openalex
7261,Artificial intelligence for knee osteoarthritis education: a comparative evaluation of ChatGPT and Gemini across Unani-inclusive patient domains,Mubasheera Begum,2026,Open Science Framework,10.17605/osf.io/bzdkn,tier1,openalex
7262,Artificial intelligence for optimizing otologic surgical video: effects of video inpainting and stabilization on microscopic view.,Joo HA; Park K; Kim JS; Yun YH; Lee DK et al.,2026,,10.1080/00016489.2024.2435448,tier1,europepmc
7263,"Artificial intelligence for surgical care in war-torn sudan: Feasibility, barriers, and ethical perspectives from a conflict zone.",Suliman A; SeedAhmed L; Hussein S; Ali S; Ahmed S et al.,2026,,10.1016/j.sipas.2026.100333,tier1,europepmc
7264,Artificial intelligence in airway management: a narrative review,Massimiliano Sorbello; Luigi La Via; Daniele S. Paternò; Simona Tutino; Emilia C. Lo Giudice et al.,2026,British Journal of Anaesthesia,10.1016/j.bja.2025.12.052,tier3,openalex
7265,Artificial intelligence in clinical practice: Usage trends and educational implications across the medical hierarchy.,Naum A; Gordon RS 3rd; Deogaonkar A; Madani M; Heilbroner L et al.,2026,,10.1016/j.jnma.2026.02.002,tier1,europepmc
7266,Artificial intelligence in heart failure.,Li X; Liu Y; Zhang X; Yang N; Xu T et al.,2026,,10.1186/s43044-026-00723-w,tier2,europepmc
7267,Artificial intelligence in medical ethics education: a descriptive study of eight models in multiple choice question generation.,Obeid J; Bobier C; Gillham A; Omelianchuk A; Hurst D,2026,,10.1186/s12909-026-08781-z,tier1,europepmc
7268,Artificial intelligence in neurosurgical decision-making: promise and peril in the United States practice.,Patel T; Ibrahim HY; Sohrab S; Altaf MT; Patel BD et al.,2026,,10.1097/ms9.0000000000004636,tier1,europepmc
7269,"Artificial intelligence in nursing education: Student perspectives on benefits, risks, and readiness for NCLEX-RN",Valerie Marie Pauli,2026,Journal of Nursing Education and Practice,10.63564/jnep.v16n3p36,tier1,openalex
7270,"Artificial intelligence in ophthalmology: trust, bias, and responsibility from the perspective of medical students and ophthalmologists.",Yousef YA; Shdeifat A; Yousef L; Mohammad M; AlNawaiseh T et al.,2026,,10.3389/fopht.2026.1766974,tier2,europepmc
7271,Artificial intelligence in process safety and risk management,"El Bachiri, Ali; Fauconnier, Marie-Laure; Gomes, Clara; Hassall, Maureen; Maduabuchi, Emeka et al.",2026,Elsevier,10.1016/b978-0-443-34076-5.00011-0,tier3,core
7272,Artificial intelligence methods to detect heart failure with preserved ejection fraction within electronic health records: an equitable disease detection model.,Wu J; Biswas D; Brown S; Ryan M; Bernstein BS et al.,2026,,10.1093/ehjdh/ztaf107,tier1,europepmc
7273,Artificial intelligence models cannot yet replace experts in providing patient education for shoulder and elbow orthopaedic pathologies: a systematic review and meta-analysis.,Dworsky-Fried J; Mellon M; Rathod P; Yan J; Khan M,2026,,10.21037/aoj-25-38,tier1,europepmc
7274,"Artificial intelligence revolution in toxicology: Clinical precision, global equity, and the 2030 roadmap",Jose L. Domingo,2026,Toxicology Letters,10.1016/j.toxlet.2026.111871,tier2,openalex
7275,Artificial intelligence support for diagnosis of neurodevelopmental disorders during childhood: an umbrella review,Alejandro Alberca-González; Eduardo Fernández-Jiménez,2026,Frontiers in Psychiatry,10.3389/fpsyt.2026.1697185,tier1,openalex
7276,Artificial intelligence virtual cells as a new paradigm in nephrology: from multiomics integration to clinical translation,Yongzheng Hu; Yabin Wang; Xinyu Qi; Wei Jiang,2026,Kidney Research and Clinical Practice,10.23876/j.krcp.25.316,tier2,semantic_scholar
7277,Artificial intelligence vs. human evaluation of anesthesia education videos: a comparative analysis using validated quality scales,Kübra Taşkin; Hulya Yilmaz Ak,2026,Frontiers in Medicine,10.3389/fmed.2026.1752664,tier1,openalex
7278,Artificial intelligence-assisted shared decision-making training for medical students transitioning to residency.,Young-Min Kim; Young-Mee Lee; Do-Hwan Kim; Suyoun Kim; Ji-Hoon Kim et al.,2026,Academic medicine : journal of the Association of American Medical Colleges,10.1093/acamed/wvaf006,tier3,pubmed
7279,Artificial intelligence-based clinical simulation and its contribution to learning and cognitive processes in undergraduate medical students: a scoping review,Lidia Yuliana Orozco Rodríguez; Mariana Pesantes; Sofía Rincón Franco; Juliana Andrea Suárez Sanmiguel; Erwin Hernando Hernandez Rincon,2026,OSF Preprints (OSF Preprints),10.17605/osf.io/qfyb8,tier3,openalex
7280,Artificial intelligence-enhanced clinical reasoning in nurse practitioners: A systematic review.,Su-Ying Yu; Hui-Ping Lin; Y. Kung; Shu-Ching Chen,2026,Nurse Education in Practice,10.1016/j.nepr.2026.104724,tier3,semantic_scholar
7281,Artificial intelligence-enhanced virtual reality for pathology education,Zaid H. Khoury; Gerald E. Davis; Ahmed S. Sultan,2026,Annals of Diagnostic Pathology,10.1016/j.anndiagpath.2026.152639,tier2,openalex
7282,Artificial intelligence–enhanced microsurgical training: a systematic review,Wameth Alaa Jamel; Mohammed Khaleel Jameel; Ibrahim Sufi Mohammad Riaz; Yousif F Yousif; Rocio Perez H et al.,2026,npj Digital Medicine,10.1038/s41746-026-02452-5,tier2,openalex
7283,Artificial intelligence–generated marathon training programs: reliable tools in exercise prescription for athletic performance?,Gianluca Montaruli; Pantelis Theodoros Nikolaidis; Ghazi Racil; Nicola Maffulli; Gian Mario Migliaccio et al.,2026,British Medical Bulletin,10.1093/bmb/ldag010,tier1,crossref
7284,Assessing Generative AI Chatbots for Alcohol Misuse Support: A Longitudinal Simulation Study.,Uscher-Pines L; Sousa JL; Raja P; Ayer L; Mehrotra A et al.,2026,,10.1056/aics2500676,,europepmc
7285,"Assessing Quality, Readability, and Transparency of Online and Artificial Intelligence-Generated Information on Type 2 Diabetes Mellitus: A Cross-Sectional Study (Preprint)",Sripradha Srinivasan; Ravanth Baskaran; Srinjay Mukhopadhyay; Meet Patel,2026,,10.2196/preprints.93822,tier1,openalex
7286,Assessing Risks of Large Language Models in Mental Health Support: A Framework for Automated Clinical AI Red Teaming,Ian Steenstra; Paola Pedrelli; Weiyan Shi; Stacy Marsella; Timothy Bickmore,2026,ArXiv.org,,tier2,openalex
7287,Assessing the Accuracy of ChatGPT Responses to Patient Questions in Pediatric Neurology: An Observational Study (Preprint),Miral Almomani; Basima A. Almomani; Hashim Al-Qudah; Rawan Abed Alrahman; Seleina El-bawaneh et al.,2026,,10.2196/preprints.92719,tier1,openalex
7288,Assessing the Efficacy of Artificial Intelligence Platforms in Answering Dental Caries Multiple-Choice Questions: A Comparative Study of ChatGPT and Google Gemini Language Models,Amr Ahmed Azhari; Walaa Magdy Ahmed; Abdulaziz Alhamadani; Amal Alfaraj; Min Zhang et al.,2026,Dentistry Journal,10.3390/dj14020072,tier2,openalex
7289,Assessing the Proficiency of ChatGPT in Image-Based Robot-Assisted Radical Prostatectomy Scenario: Comparative Study,Jiakun Li; Zeqi Wang; Zhufeng Peng; Jingxi Chen; Xiaohan Jin et al.,2026,,10.21203/rs.3.rs-8493291/v1,tier2,openalex
7290,Assessing the Utility of AI Versus Human-Created MCQs in Pediatric Medical Education.,James Knight; Richard G McGee; Bunmi S Malau-Aduli,2026,Journal of medical education and curricular development,10.1177/23821205261427885,tier1,pubmed
7291,Assessing the educational quality of YouTube videos on celiac plexus blocks: Expert review and AI-based evaluation.,Zhu J; Hao D; Yong RJ,2026,,10.1016/j.inpm.2026.100740,tier1,europepmc
7292,Assessing the integration of digitalization and AI in general medicine curricula in German-speaking Europe: a comprehensive survey.,Zahn A; Mücke M; Sellin J; Ateş G,2026,,10.1080/10872981.2026.2639835,tier1,europepmc
7293,Assessment methods in graduate medical education in critical care: a scoping review.,Jaramillo-Villegas C; Hernandez-Rincon EH; Poveda-Henao CM; Guzman-Sabogal YR,2026,,10.1186/s12909-025-08451-6,tier2,europepmc
7294,Assessment of ChatGPT-4.0 versus ChatGPT-Mini in Generating Guideline-Based Hypertension Content,Romullo José Costa Ataídes; Marcos Adriano Garcia Campos; João Vítor Perez de Souza; Rafael Cardoso Rocha; Almir Alamino Lacalle et al.,2026,Arquivos Brasileiros de Cardiologia,10.36660/abc.20250498i,tier1,openalex
7295,Assessment of ChatGPT-5 as an Artificial Intelligence Tool for Exploring Emerging Dimensions of Clinical Simulation: A Proof-of-concept Study.,Wagner Rios-Garcia; Sashenka Silva-Jiménez; Estefani Gálvez-Rodríguez; Yerson Alberca-Naira; Abigail D Via-Y-Rada-Torres et al.,2026,Journal of medical systems,10.1007/s10916-025-02334-5,tier2,pubmed
7296,"Assessment of Knowledge, Attitudes and Practices of Medical Students at Herat University Regarding the Use of Artificial Intelligence in Healthcare Services",Mahdi Azimi; Sayed Aref Salehi; Ali Rahimi,2026,سلامت.,10.61438/sarj.v2i4.198,tier1,openalex
7297,Assessment of Large Language Model Performance on Virtual Patient Scenarios: Mixed Methods Study (Preprint),Eleni Dafli; Ioanna Dratsiou; Niki Pandria; Danai Pikoula; Panagiotis D. Bamidis,2026,,10.2196/preprints.91003,tier3,openalex
7298,Assessment of a Zero-Shot Large Language Model in Measuring Documented Goals-of-Care Discussions.,Lee RY; Li KS; Sibley J; Cohen T; Lober WB et al.,2026,,10.1016/j.jpainsymman.2025.09.025,tier1,europepmc
7299,Assessment of clinical competencies in medical education in the era of Artificial Intelligence: an integrative literature review,Rodolfo de Oliveira Medeiros; Fábio Augusto Freiria Barbosa; Percyleine Pelegrine Herculiani; Aline Francine Evangelista Novaes; Cristiano Machado Galhardi et al.,2026,Revista edUCA - Revista Multidisciplinar da Faculdade Católica Paulista,10.54901/educa.v9-120,tier1,openalex
7300,Asynchronous tele-mentoring in proficiency-based training for the fundamentals of laparoscopic surgery (FLS): a use of smartphones and deliberate practice.,Mazin Abdalgadir; Diaa Soliman; Yousef Shaher; Adam Nelson; Stephanie Worrell et al.,2026,Surgical endoscopy,10.1007/s00464-025-12488-5,tier2,pubmed
7301,Attitudes of the Iranian Public Toward the Clinical Use of Artificial Intelligence in Medicine: A Cross-Sectional Survey,Mohammad Maleki; Leila Sahebi; Z. Shahvari; Shahram Samadi,2026,Patient Preference and Adherence,10.2147/ppa.s563494,tier2,semantic_scholar
